id	name	formula
SADT2	Sulfate adenyltransferase	atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c
LCARS	Lacaldehyde reductase (S-propane-1,2-diol forming)	h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c
ALCD19	Alcohol dehydrogenase (glycerol)	glyald_c + h_c + nadh_c <=> glyc_c + nad_c
RMPA	Rhamnulose-1-phosphate aldolase	rml1p_c <=> dhap_c + lald__L_c
SBTPD	Sorbitol-6-phosphate dehydrogenase	nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c
PFK_2	Phosphofructokinase	atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
GLTPD	Galactitol-1-phosphate dehydrogenase	galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c
TGBPA	Tagatose-bisphosphate aldolase	tagdp__D_c <=> dhap_c + g3p_c
MANAO	Mannonate oxidoreductase	mana_c + nad_c <=> fruur_c + h_c + nadh_c
TAGURr	Tagaturonate reductase	altrn_c + nad_c <=> h_c + nadh_c + tagur_c
PGLYCP	Phosphoglycolate phosphatase	2pglyc_c + h2o_c --> glyclt_c + pi_c
GLXCL	Glyoxalate carboligase	2.0 glx_c + h_c --> 2h3oppan_c + co2_c
TARTD	L(+)-tartrate dehydratase	tartr__L_c --> h2o_c + oaa_c
GLCRAL	5-dehydro-4-deoxyglucarate aldolase	5dh4dglc_c --> 2h3oppan_c + pyr_c
KAS14	Beta-ketoacyl-ACP synthase	acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
EDTXS1	Endotoxin Synthesis (lauroyl transferase)	ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c
EDTXS2	Endotoxin Synthesis (myristoyl transferase)	kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c
EDTXS3	Endotoxin Synthesis (palmitoleoyl ACP)	hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c
EDTXS4	Endotoxin Synthesis (myristoyl transferase)	kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c
EX_tmao_e	Trimethylamine N-oxide exchange	tmao_e --> 
NNDPR	Nicotinate-nucleotide diphosphorylase (carboxylating)	2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
HACD4	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c
HACD7	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c
AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)	ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
SDPDS	Succinyl-diaminopimelate desuccinylase	h2o_c + sl26da_c --> 26dap_LL_c + succ_c
DMSOR1	Dimethyl sulfoxide reductase (Menaquinol 8)	dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c
DKGLCNR2y	2,5-diketo-D-gluconate reductase (NADPH)	25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c
2DGULRy	2-dehydro-L-gulonate reductase (NADPH)	2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c
RZ5PP	Alpha-ribazole 5-phosphate phosphatase	5prdmbz_c + h2o_c --> pi_c + rdmbzi_c
NTD9	5'-nucleotidase (GMP)	gmp_c + h2o_c --> gsn_c + pi_c
NTD10	5'-nucleotidase (XMP)	h2o_c + xmp_c --> pi_c + xtsn_c
ADPT	Adenine phosphoribosyltransferase	ade_c + prpp_c --> amp_c + ppi_c
ADK1	Adenylate kinase	amp_c + atp_c <=> 2.0 adp_c
OCTDPS	Octaprenyl pyrophosphate synthase	frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c
EX_26dap__M_e	Meso-2,6-Diaminoheptanedioate exchange	26dap__M_e --> 
EX_acnam_e	N-Acetylneuraminate exchange	acnam_e --> 
EX_amp_e	AMP exchange	amp_e --> 
EX_dha_e	Dihydroxyacetone exchange	dha_e --> 
EX_fuc__L_e	L-Fucose exchange	fuc__L_e --> 
EX_glyald_e	D-Glyceraldehyde exchange	glyald_e --> 
AACPS2	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
AACPS3	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c
AACPS4	Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c
EX_rmn_e	L-Rhamnose exchange	rmn_e --> 
EX_ttdca_e	Tetradecanoate (n-C14:0) exchange	ttdca_e --> 
AMANK	N-acetyl-D-mannosamine kinase	acmana_c + atp_c --> acmanap_c + adp_c + h_c
EX_glyclt_e	Glycolate exchange	glyclt_e --> 
EX_g6p_e	D-Glucose 6-phosphate exchange	g6p_e --> 
EX_2ddglcn_e	2-Dehydro-3-deoxy-D-gluconate exchange	2ddglcn_e --> 
EX_galct__D_e	D-Galactarate exchange	galct__D_e --> 
EX_idon__L_e	L-Idonate exchange	idon__L_e --> 
EX_indole_e	Indole exchange	indole_e --> 
EX_3hcinnm_e	3-hydroxycinnamic acid exchange	3hcinnm_e --> 
EX_acmana_e	N-Acetyl-D-mannosamine exchange	acmana_e --> 
EX_galur_e	D-Galacturonate exchange	galur_e --> 
EX_but_e	Butyrate (n-C4:0) exchange	but_e --> 
EX_cbl1_e	Cob(I)alamin exchange	cbl1_e --> 
ACNML	N-Acetylneuraminate lyase	acnam_c --> acmana_c + pyr_c
CAT	Catalase	2.0 h2o2_c --> 2.0 h2o_c + o2_c
SERASr	(L-seryl)adenylate synthase	atp_c + h_c + ser__L_c <=> ppi_c + seramp_c
DMSOR2	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c
ACMAMUT	UDP-N-acetyl-D-mannosaminuronic acid transferase	uacmamu_c + unaga_c --> h_c + udp_c + unagamu_c
DDGALK	2-dehydro-3-deoxygalactonokinase	2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c
AB6PGH	Arbutin 6-phosphate glucohydrolase	arbt6p_c + h2o_c --> g6p_c + hqn_c
AMALT1	Amylomaltase (maltotriose)	malt_c + malttr_c --> glc__D_c + maltttr_c
MLTP2	Maltodextrin phosphorylase (maltohexaose)	malthx_c + pi_c <=> g1p_c + maltpt_c
PACCOAL	Phenylacetate-CoA ligase	atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c
GP4GH	Gp4G hydrolase	gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c
ACGAMT	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	uacgam_c + udcpp_c --> ump_c + unaga_c
AADDGT	DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c
EX_gbbtn_e	Gamma-butyrobetaine exchange	gbbtn_e --> 
EX_tma_e	Trimethylamine exchange	tma_e --> 
GMHEPK	D-glycero-D-manno-heptose 7-phosphate kinase	atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
EX_malttr_e	Maltotriose exchange	malttr_e --> 
TRE6PS	Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	g6p_c + udpg_c --> h_c + tre6p_c + udp_c
UDCPDP	Undecaprenyl-diphosphatase	h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
TREH	Alpha,alpha-trehalase	h2o_c + tre_c --> 2.0 glc__D_c
CYTK1	Cytidylate kinase (CMP)	atp_c + cmp_c <=> adp_c + cdp_c
CYTK2	Cytidylate kinase (dCMP)	atp_c + dcmp_c <=> adp_c + dcdp_c
GK1	Guanylate kinase (GMP:ATP)	atp_c + gmp_c <=> adp_c + gdp_c
HACD1	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c
HACD2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c
EX_hdcea_e	Hexadecenoate (n-C16:1) exchange	hdcea_e --> 
ACACCT	Acetyl-CoA:acetoacetyl-CoA transferase	acac_c + accoa_c --> aacoa_c + ac_c
BUTCT	Acetyl-CoA:butyrate-CoA transferase	accoa_c + but_c --> ac_c + btcoa_c
2DGULRx	2-dehydro-L-gulonate reductase (NADH)	2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c
G1PTT	Glucose-1-phosphate thymidylyltransferase	dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c
TDPGDH	DTDPglucose 4,6-dehydratase	dtdpglu_c --> dtdp4d6dg_c + h2o_c
UDPGALM	UDPgalactopyranose mutase	udpgal_c --> udpgalfur_c
TDPDRE	DTDP-4-dehydrorhamnose 3,5-epimerase	dtdp4d6dg_c --> dtdp4d6dm_c
TDPDRR	DTDP-4-dehydrorhamnose reductase	dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
G3PD6	Glycerol-3-phosphate dehydrogenase (menaquinone-8)	glyc3p_c + mqn8_c --> dhap_c + mql8_c
ALLTN	Allantoinase	alltn_c + h2o_c --> alltt_c + h_c
UAPGR	UDP-N-acetylenolpyruvoylglucosamine reductase	h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
NDPK7	Nucleoside-diphosphate kinase (ATP:dCDP)	atp_c + dcdp_c <=> adp_c + dctp_c
AOBUTDs	L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	2aobut_c + h_c --> aact_c + co2_c
GLYAT	Glycine C-acetyltransferase	accoa_c + gly_c <=> 2aobut_c + coa_c
ADNUC	Adenosine hydrolase	adn_c + h2o_c --> ade_c + rib__D_c
GMHEPPA	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
S7PI	Sedoheptulose 7-phosphate isomerase	s7p_c --> gmhep7p_c
TRPS3	Tryptophan synthase (indoleglycerol phosphate)	3ig3p_c --> g3p_c + indole_c
CRNBTCT	Gamma-butyrobetainyl-CoA: carnitine CoA transferase	bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c
CRNCBCT	Crotonobetainyl-CoA: carnitine CoA transferase	crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c
CRNCDH	Carnityl-CoA dehydratse	crncoa_c <=> ctbtcoa_c + h2o_c
FADRx	FAD reductase	fad_c + h_c + nadh_c --> fadh2_c + nad_c
GTPDPK	GTP diphosphokinase	atp_c + gtp_c --> amp_c + gdptp_c + h_c
NADN	NAD nucleosidase	h2o_c + nad_c --> adprib_c + h_c + ncam_c
NDPK2	Nucleoside-diphosphate kinase (ATP:UDP)	atp_c + udp_c <=> adp_c + utp_c
NDPK3	Nucleoside-diphosphate kinase (ATP:CDP)	atp_c + cdp_c <=> adp_c + ctp_c
NDPK4	Nucleoside-diphosphate kinase (ATP:dTDP)	atp_c + dtdp_c <=> adp_c + dttp_c
FCLT	Ferrochelatase	fe2_c + ppp9_c --> 2.0 h_c + pheme_c
HBZOPT	Hydroxybenzoate octaprenyltransferase	4hbz_c + octdp_c --> 3ophb_c + ppi_c
PNTK	Pantothenate kinase	atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
DPCOAK	Dephospho-CoA kinase	atp_c + dpcoa_c --> adp_c + coa_c + h_c
HETZK	Hydroxyethylthiazole kinase	4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c
KDOPS	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c
KDOPP	3-deoxy-manno-octulosonate-8-phosphatase	h2o_c + kdo8p_c --> kdo_c + pi_c
AST	Arginine succinyltransferase	arg__L_c + succoa_c --> coa_c + h_c + sucarg_c
SGDS	Succinylglutamate desuccinylase	h2o_c + sucglu_c --> glu__L_c + succ_c
CYNTAH	Cyanate aminohydrolase	cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c
GSPMDA	Glutathionylspermidine amidase	gtspmd_c + h2o_c --> gthrd_c + spmd_c
GSPMDS	Glutathionylspermidine synthetase	atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c
GUAD	Guanine deaminase	gua_c + h2o_c + h_c --> nh4_c + xan_c
TMAOR1	Trimethylamine N-oxide reductase (menaquinol 8)	h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c
TMAOR2	Trimethylamine N-oxide reductase (demethylmenaquinol 8)	2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c
DGK1	Deoxyguanylate kinase (dGMP:ATP)	atp_c + dgmp_c <=> adp_c + dgdp_c
DTMPK	DTMP kinase	atp_c + dtmp_c <=> adp_c + dtdp_c
NDPK1	Nucleoside-diphosphate kinase (ATP:GDP)	atp_c + gdp_c <=> adp_c + gtp_c
TRDR	Thioredoxin reductase (NADPH)	h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
PGMT	Phosphoglucomutase	g1p_c <=> g6p_c
FRUK	Fructose-1-phosphate kinase	atp_c + f1p_c --> adp_c + fdp_c + h_c
RHCCE	S-ribosylhomocysteine cleavage enzyme	rhcys_c --> dhptd_c + hcys__L_c
KG6PDC	3-keto-L-gulonate 6-phosphate decarboxylase	3dhgulnp_c + h_c --> co2_c + xu5p__L_c
X5PL3E	L-xylulose 5-phosphate 3-epimerase	xu5p__L_c --> ru5p__L_c
DOGULNR	2,3 dioxo-L-gulonate reductase	23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c
BETALDHx	Betaine-aldehyde dehydrogenase	betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c
BETALDHy	Betaine-aldehyde dehydrogenase	betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c
MLTG3	Maltodextrin glucosidase (maltopentaose)	h2o_c + maltpt_c --> glc__D_c + maltttr_c
DKGLCNR1	2,5-diketo-D-gluconate reductase	25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
NADTRHD	NAD transhydrogenase	nad_c + nadph_c --> nadh_c + nadp_c
FMNRx2	FMN reductase	fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
ACPS1	Acyl-carrier protein synthase	apoACP_c + coa_c --> ACP_c + h_c + pap_c
EX_nmn_e	NMN exchange	nmn_e --> 
EX_urea_e	Urea exchange	urea_e --> 
GMPS2	GMP synthase	atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c
AMPN	AMP nucleosidase	amp_c + h2o_c --> ade_c + r5p_c
GSNK	Guanosine kinase	atp_c + gsn_c --> adp_c + gmp_c + h_c
EX_f6p_e	D-fructose 6-phosphate exchange	f6p_e --> 
ADCS	4-amino-4-deoxychorismate synthase	chor_c + gln__L_c --> 4adcho_c + glu__L_c
ADCL	4-aminobenzoate synthase	4adcho_c --> 4abz_c + h_c + pyr_c
DHAPT	Dihydroxyacetone phosphotransferase	dha_c + pep_c --> dhap_c + pyr_c
EX_lac__D_e	D-lactate exchange	lac__D_e --> 
UMPK	UMP kinase	atp_c + ump_c <=> adp_c + udp_c
DDPGALA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2dh3dgal6p_c <=> g3p_c + pyr_c
DURIK1	Deoxyuridine kinase (ATP:Deoxyuridine)	atp_c + duri_c --> adp_c + dump_c + h_c
UPPRT	Uracil phosphoribosyltransferase	prpp_c + ura_c --> ppi_c + ump_c
CTPS2	CTP synthase (glutamine)	atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
NTD1	5'-nucleotidase (dUMP)	dump_c + h2o_c --> duri_c + pi_c
NTD7	5'-nucleotidase (AMP)	amp_c + h2o_c --> adn_c + pi_c
PAPPT3	Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	udcpp_c + ugmda_c --> uagmda_c + ump_c
UAGPT3	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
EX_ttdcea_e	Tetradecenoate (n-C14:1) exchange	ttdcea_e --> 
F6PA	Fructose 6-phosphate aldolase	f6p_c <=> dha_c + g3p_c
AGMHE	ADP-D-glycero-D-manno-heptose epimerase	adphep_DD_c --> adphep_LD_c
GMHEPAT	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
EX_h2s_e	Hydrogen sulfide exchange	h2s_e --> 
EX_gthrd_e	Reduced glutathione exchange	gthrd_e --> 
IDOND	L-idonate 5-dehydrogenase	5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c
IDOND2	L-indonate 5-dehydrogenase (NADP)	5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
GLYCLTDx	Glycolate dehydrogenase (NAD)	glx_c + h_c + nadh_c --> glyclt_c + nad_c
HPYRRy	Hydroxypyruvate reductase (NADPH)	h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
ACODA	Acetylornithine deacetylase	acorn_c + h2o_c --> ac_c + orn_c
ADA	Adenosine deaminase	adn_c + h2o_c + h_c --> ins_c + nh4_c
DADA	Deoxyadenosine deaminase	dad_2_c + h2o_c + h_c --> din_c + nh4_c
ADD	Adenine deaminase	ade_c + h2o_c + h_c --> hxan_c + nh4_c
ADSS	Adenylosuccinate synthase	asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c
AGDC	N-acetylglucosamine-6-phosphate deacetylase	acgam6p_c + h2o_c --> ac_c + gam6p_c
ASNN	L-asparaginase	asn__L_c + h2o_c --> asp__L_c + nh4_c
ASNS2	Asparagine synthetase	asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
ASPCT	Aspartate carbamoyltransferase	asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
MCOATA	Malonyl-CoA-ACP transacylase	ACP_c + malcoa_c <=> coa_c + malACP_c
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
DAPE	Diaminopimelate epimerase	26dap_LL_c <=> 26dap__M_c
DHDPRy	Dihydrodipicolinate reductase (NADPH)	23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
HSK	Homoserine kinase	atp_c + hom__L_c --> adp_c + h_c + phom_c
SDPTA	Succinyldiaminopimelate transaminase	akg_c + sl26da_c <=> glu__L_c + sl2a6o_c
THRS	Threonine synthase	h2o_c + phom_c --> pi_c + thr__L_c
HSST	Homoserine O-succinyltransferase	hom__L_c + succoa_c --> coa_c + suchms_c
PPNDH	Prephenate dehydratase	h_c + pphn_c --> co2_c + h2o_c + phpyr_c
DDPA	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
NMNDA	Nicotinamide-nucleotide amidase	h2o_c + nmn_c --> nh4_c + nicrnt_c
NNAM	Nicotinamidase	h2o_c + ncam_c --> nac_c + nh4_c
P5CD	1-pyrroline-5-carboxylate dehydrogenase	1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
SPMDAT1	Spermidine acetyltransferase	accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c
SPMDAT2	Spermidine acetyltransferase (N8)	accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
TDPADGAT	DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase	accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c
MALS	Malate synthase	accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
TRE6PP	Trehalose-phosphatase	h2o_c + tre6p_c --> pi_c + tre_c
EX_met__D_e	D-Methionine exchange	met__D_e --> 
EX_tartr__L_e	L-tartrate exchange	tartr__L_e --> 
EX_taur_e	Taurine exchange	taur_e --> 
EX_maltpt_e	Maltopentaose exchange	maltpt_e --> 
EX_glcur_e	D-Glucuronate exchange	glcur_e --> 
ADPRDP	ADPribose diphosphatase	adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
ARAI	L-arabinose isomerase	arab__L_c <=> rbl__L_c
M1PD	Mannitol-1-phosphate 5-dehydrogenase	mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c
G3PD2	Glycerol-3-phosphate dehydrogenase (NADP)	glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c
GALS3	A-galactosidase (melibiose)	h2o_c + melib_c --> gal_c + glc__D_c
FCI	L-fucose isomerase	fuc__L_c <=> fcl__L_c
FCLK	L-fuculokinase	atp_c + fcl__L_c --> adp_c + fc1p_c + h_c
FCLPA	L-fuculose 1-phosphate aldolase	fc1p_c <=> dhap_c + lald__L_c
ACCOAL	Acetate-CoA ligase (ADP-forming)	atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c
GALUi	UTP-glucose-1-phosphate uridylyltransferase (irreversible)	g1p_c + h_c + utp_c --> ppi_c + udpg_c
U23GAAT	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
UAAGDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c
UAMAS	UDP-N-acetylmuramoyl-L-alanine synthetase	ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
UAMAGS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
UGLYCH	Ureidoglycolate hydrolase	h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c
OP4ENH	2-oxopent-4-enoate hydratase	h2o_c + op4en_c --> 4h2opntn_c
HOPNTAL	4-hydroxy-2-oxopentanoate aldolase	4h2opntn_c --> acald_c + pyr_c
3HPPPNH	3-(3-hydroxy-phenyl)propionate hydroxylase	3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c
AKGDH	2-Oxogluterate dehydrogenase	akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
HPYRRx	Hydroxypyruvate reductase (NADH)	h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
GLYCDx	Glycerol dehydrogenase	glyc_c + nad_c --> dha_c + h_c + nadh_c
ASP1DC	Aspartate 1-decarboxylase	asp__L_c + h_c --> ala_B_c + co2_c
UGMDDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
UHGADA	UDP-3-O-acetylglucosamine deacetylase	h2o_c + u3aga_c --> ac_c + u3hga_c
UAGAAT	UDP-N-acetylglucosamine acyltransferase	3hmrsACP_c + uacgam_c <=> ACP_c + u3aga_c
ATPPRT	ATP phosphoribosyltransferase	atp_c + prpp_c --> ppi_c + prbatp_c
HISTD	Histidinol dehydrogenase	h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
IGPDH	Imidazoleglycerol-phosphate dehydratase	eig3p_c --> h2o_c + imacp_c
PRPPS	Phosphoribosylpyrophosphate synthetase	atp_c + r5p_c <=> amp_c + h_c + prpp_c
PRATPP	Phosphoribosyl-ATP pyrophosphatase	h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
PRMICI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	prfp_c <=> prlp_c
SERAT	Serine O-acetyltransferase	accoa_c + ser__L_c <=> acser_c + coa_c
CYSS	Cysteine synthase	acser_c + h2s_c --> ac_c + cys__L_c + h_c
BPNT	3',5'-bisphosphate nucleotidase	h2o_c + pap_c --> amp_c + pi_c
PAPSR	Phosphoadenylyl-sulfate reductase (thioredoxin)	paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
ASPK	Aspartate kinase	asp__L_c + atp_c <=> 4pasp_c + adp_c
ASAD	Aspartate-semialdehyde dehydrogenase	aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c
DAPDC	Diaminopimelate decarboxylase	26dap__M_c + h_c --> co2_c + lys__L_c
EX_mmet_e	S-Methyl-L-methionine exchange	mmet_e --> 
METAT	Methionine adenosyltransferase	atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c
ASCBPL	L-ascorbate 6-phosphate lactonase	ascb6p_c + h2o_c --> 3dhgulnp_c + h_c
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c
ADOCBLS	Adenosylcobalamin 5'-phosphate synthase	agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c
ADOCBIK	Adenosyl cobinamide kinase	adocbi_c + atp_c --> adocbip_c + adp_c + h_c
TMPK	Thiamine-phosphate kinase	atp_c + thmmp_c --> adp_c + thmpp_c
HPPPNDO	2,3-dihydroxypheylpropionate 1,2-dioxygenase	dhpppn_c + o2_c --> h_c + hkndd_c
DHCINDO	2,3-dihydroxycinnamate 1,2-dioxygenase	dhcinnm_c + o2_c --> h_c + hkntd_c
HKNDDH	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	h2o_c + hkndd_c --> h_c + op4en_c + succ_c
HKNTDH	2-hydroxy-6-ketononotrienedioate hydrolase	h2o_c + hkntd_c --> fum_c + h_c + op4en_c
GLYCK2	Glycerate kinase	atp_c + glyc__R_c --> 2pg_c + adp_c + h_c
ENTCS	Enterochelin synthase	3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c
SULR	Sulfite reductase (NADPH2)	5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	h2o_c + man6pglyc_c --> glyc__R_c + man6p_c
URDGLYCD	Ureidoglycolate dehydrogenase	nad_c + urdglyc_c --> h_c + nadh_c + oxur_c
CBMKr	Carbamate kinase	atp_c + co2_c + nh4_c <=> adp_c + cbp_c + 2.0 h_c
AMANAPEr	N-acetylmannosamine 6-phosphate epimerase	acmanap_c <=> acgam6p_c
ACM6PH	N-acetylmuramate 6-phosphate hydrolase	acmum6p_c + h2o_c --> acgam6p_c + lac__D_c
NNATr	Nicotinate-nucleotide adenylyltransferase	atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c
CYTDH	Cytidine hydrolase	cytd_c + h2o_c --> csn_c + rib__D_c
PSERT	Phosphoserine transaminase	3php_c + glu__L_c --> akg_c + pser__L_c
AIRC2	Phosphoribosylaminoimidazole carboxylase	air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c
GAPD	Glyceraldehyde-3-phosphate dehydrogenase	g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c
